year,month,day,hour,minute,latitude,longitude,accident_type,fatalities,injuries,road_shape,accident_category,police_station_code,severity_a,severity_b,police_station_name
2023,12,25,10,40,35.772375555555556,139.81925333333334,2,0,1,1,21,669,4,2,綾瀬
2023,11,30,19,0,35.770065277777775,139.8450325,2,0,1,1,21,669,4,2,綾瀬
2023,12,20,20,50,35.76815138888889,139.80716,2,0,1,14,41,669,2,0,綾瀬
2023,12,27,19,15,35.79215111111111,139.82829666666666,2,0,1,1,21,669,4,2,綾瀬
2023,12,25,18,56,35.77663944444444,139.8419861111111,2,0,1,1,21,669,4,2,綾瀬
2023,12,29,13,5,35.76379638888889,139.81977583333332,2,0,1,1,21,669,4,2,綾瀬
2023,12,30,9,25,35.778707499999996,139.81057472222224,2,0,1,14,21,669,4,4,綾瀬
2023,12,30,12,50,35.76147527777778,139.80523805555558,2,0,1,1,21,669,4,2,綾瀬
2023,12,30,17,30,35.76842194444444,139.83663666666666,2,0,1,14,41,669,2,0,綾瀬
2023,12,16,7,30,35.788895277777776,139.81716055555555,2,0,1,7,21,670,2,4,竹の塚
2023,12,1,9,50,35.791581944444445,139.821975,2,0,1,0,1,670,4,2,竹の塚
2023,12,4,14,5,35.796575555555556,139.79362972222222,2,0,1,1,1,670,4,2,竹の塚
2023,12,5,8,25,35.81189583333333,139.75899916666665,2,0,1,1,21,670,4,2,竹の塚
2023,12,5,17,35,35.81024444444444,139.7701513888889,2,0,1,1,21,670,4,4,竹の塚
2023,12,5,22,30,35.800910277777774,139.81182777777778,2,0,1,1,1,670,4,2,竹の塚
2023,12,7,14,15,35.79445472222222,139.79282194444446,2,0,1,14,41,670,2,0,竹の塚
2023,12,7,23,0,35.80114722222222,139.77533027777778,2,0,1,14,41,670,2,0,竹の塚
2023,12,8,14,15,35.794803333333334,139.8075391666667,2,0,1,1,21,670,4,2,竹の塚
2023,12,1,8,45,35.80265194444444,139.75763166666667,2,0,1,14,1,670,4,2,竹の塚
2023,12,10,11,48,35.79018027777778,139.8079563888889,2,0,1,1,21,670,4,2,竹の塚
2023,12,2,13,20,35.79601805555556,139.77018916666668,2,0,1,14,21,670,4,2,竹の塚
2023,12,11,8,20,35.79603111111111,139.7700825,2,0,1,1,21,670,4,2,竹の塚
2023,12,11,18,20,35.80716888888889,139.7576838888889,2,0,1,1,1,670,4,2,竹の塚
2023,12,13,16,8,35.79296333333333,139.82203694444445,2,0,1,1,21,670,4,2,竹の塚
2023,12,14,8,12,35.791270555555556,139.80253361111113,2,0,1,1,21,670,4,2,竹の塚
2023,12,7,8,25,35.794980277777775,139.80918111111112,2,0,1,1,21,670,4,2,竹の塚
2023,12,15,6,38,35.79482611111111,139.82081166666666,2,0,1,1,21,670,4,2,竹の塚
2023,12,16,13,56,35.790231666666664,139.7710627777778,2,0,1,1,21,670,4,2,竹の塚
2023,12,16,16,38,35.80239861111111,139.75659833333333,2,0,1,1,21,670,4,2,竹の塚
2023,12,16,23,0,35.80265222222222,139.81016722222225,2,0,1,14,41,670,2,0,竹の塚
2023,11,8,7,53,35.79984555555556,139.8018211111111,2,0,1,14,21,670,4,2,竹の塚
2023,12,18,8,34,35.7919625,139.80256861111113,2,0,1,14,21,670,4,2,竹の塚
2023,12,11,9,45,35.79038055555555,139.80543805555556,2,0,1,14,21,670,4,2,竹の塚
2023,11,2,9,10,35.788914166666665,139.8029438888889,2,0,1,1,21,670,4,2,竹の塚
2023,11,2,21,50,35.796101944444445,139.80228222222223,2,0,1,14,21,670,4,2,竹の塚
2023,12,21,11,25,35.808658611111106,139.76994305555556,2,0,1,1,21,670,4,2,竹の塚
2023,12,21,12,58,35.79689166666667,139.81731888888888,2,0,1,14,21,670,4,2,竹の塚
2023,12,15,14,15,35.79554638888889,139.79245333333333,2,0,1,1,21,670,4,2,竹の塚
2023,12,23,13,25,35.805050277777774,139.78007722222225,2,0,1,14,21,670,4,2,竹の塚
2023,12,25,6,34,35.79778972222222,139.76125861111112,2,0,1,14,41,670,2,0,竹の塚
2023,12,26,21,58,35.79062138888889,139.7939338888889,2,0,1,1,21,670,4,2,竹の塚
2023,12,19,13,56,35.800488611111106,139.80413694444445,2,0,1,14,21,670,2,4,竹の塚
2023,12,29,14,18,35.80328305555555,139.80085861111112,2,0,1,13,21,670,4,2,竹の塚
2023,12,13,10,40,35.80755972222222,139.8116077777778,2,0,1,14,21,670,4,2,竹の塚
2023,12,21,17,40,35.80239472222222,139.75667833333333,2,0,1,1,21,670,4,2,竹の塚
2023,12,22,9,55,35.801316666666665,139.8022788888889,2,0,1,14,21,670,4,2,竹の塚
2023,12,30,18,36,35.8015225,139.79237527777778,2,0,1,1,21,670,4,2,竹の塚
2023,12,15,18,10,35.79251694444444,139.791205,2,0,1,1,21,670,4,2,竹の塚
